TOP.5f3f6748.0007b120	START
TOP.5f3f67d9.0002250e	hashes->hashlist_format	0
TOP.5f3f67d9.0002250e	hashes->hashes_cnt	0
TOP.5f3f67d9.0002250e	hashes->digests_cnt	2
TOP.5f3f67d9.0002250e	hashes->digests_done	0
TOP.5f3f67d9.0002250e	hashes->salts_cnt	1
TOP.5f3f67d9.0002250e	hashes->salts_done	0
TOP.5f3f67d9.0002250e	SUB.5f3f67ec.000b4123	START
TOP.5f3f67d9.0002250e	SUB.5f3f67ec.000b4123	straight_ctx->dict	dicts/rockyou.txt
TOP.5f3f67d9.0002250e	SUB.5f3f67ec.000b4123	runtime_start	1597990894
TOP.5f3f67d9.0002250e	SUB.5f3f67ec.000b4123	runtime_stop	1597990940
TOP.5f3f67d9.0002250e	SUB.5f3f67ec.000b4123	status-after-work	10
TOP.5f3f67d9.0002250e	SUB.5f3f67ec.000b4123	STOP
TOP.5f3f67d9.0002250e	proc_start	1597990873
TOP.5f3f67d9.0002250e	proc_stop	1597990941
TOP.5f3f67d9.0002250e	STOP
TOP.5f3f681d.000aac0d	START
TOP.5f3f681d.000aac0d	folder_config->cwd	/home/pgao/Git/naive-hashcat
TOP.5f3f681d.000aac0d	folder_config->install_dir	/home/pgao/Git/naive-hashcat/hashcat
TOP.5f3f681d.000aac0d	folder_config->profile_dir	/home/pgao/Git/naive-hashcat/hashcat
TOP.5f3f681d.000aac0d	folder_config->session_dir	/home/pgao/Git/naive-hashcat/hashcat
TOP.5f3f681d.000aac0d	folder_config->shared_dir	/home/pgao/Git/naive-hashcat/hashcat
TOP.5f3f681d.000aac0d	user_options->separator	:
TOP.5f3f681d.000aac0d	user_options->encoding_from	utf-8
TOP.5f3f681d.000aac0d	user_options->encoding_to	utf-8
TOP.5f3f681d.000aac0d	user_options->potfile_path	/home/pgao/Documents/wlan_dump/wlan_crack.pot
TOP.5f3f681d.000aac0d	user_options->rp_files[0]	hashcat/rules/d3ad0ne.rule
TOP.5f3f681d.000aac0d	user_options->rule_buf_l	:
TOP.5f3f681d.000aac0d	user_options->rule_buf_r	:
TOP.5f3f681d.000aac0d	user_options->session	hashcat
TOP.5f3f681d.000aac0d	user_options->limit	0
TOP.5f3f681d.000aac0d	user_options->skip	0
TOP.5f3f681d.000aac0d	user_options->attack_mode	0
TOP.5f3f681d.000aac0d	user_options->benchmark	0
TOP.5f3f681d.000aac0d	user_options->benchmark_all	0
TOP.5f3f681d.000aac0d	user_options->bitmap_max	18
TOP.5f3f681d.000aac0d	user_options->bitmap_min	16
TOP.5f3f681d.000aac0d	user_options->debug_mode	0
TOP.5f3f681d.000aac0d	user_options->example_hashes	0
TOP.5f3f681d.000aac0d	user_options->force	1
TOP.5f3f681d.000aac0d	user_options->hwmon_disable	0
TOP.5f3f681d.000aac0d	user_options->hwmon_temp_abort	90
TOP.5f3f681d.000aac0d	user_options->hash_mode	2500
TOP.5f3f681d.000aac0d	user_options->hex_charset	0
TOP.5f3f681d.000aac0d	user_options->hex_salt	0
TOP.5f3f681d.000aac0d	user_options->hex_wordlist	0
TOP.5f3f681d.000aac0d	user_options->hook_threads	4
TOP.5f3f681d.000aac0d	user_options->increment	0
TOP.5f3f681d.000aac0d	user_options->increment_max	256
TOP.5f3f681d.000aac0d	user_options->increment_min	1
TOP.5f3f681d.000aac0d	user_options->keep_guessing	0
TOP.5f3f681d.000aac0d	user_options->kernel_accel	0
TOP.5f3f681d.000aac0d	user_options->kernel_loops	0
TOP.5f3f681d.000aac0d	user_options->kernel_threads	0
TOP.5f3f681d.000aac0d	user_options->keyspace	0
TOP.5f3f681d.000aac0d	user_options->left	0
TOP.5f3f681d.000aac0d	user_options->logfile_disable	0
TOP.5f3f681d.000aac0d	user_options->loopback	0
TOP.5f3f681d.000aac0d	user_options->machine_readable	0
TOP.5f3f681d.000aac0d	user_options->markov_classic	0
TOP.5f3f681d.000aac0d	user_options->markov_disable	0
TOP.5f3f681d.000aac0d	user_options->markov_threshold	256
TOP.5f3f681d.000aac0d	user_options->backend_info	0
TOP.5f3f681d.000aac0d	user_options->backend_vector_width	0
TOP.5f3f681d.000aac0d	user_options->optimized_kernel_enable	0
TOP.5f3f681d.000aac0d	user_options->outfile_autohex	1
TOP.5f3f681d.000aac0d	user_options->outfile_check_timer	5
TOP.5f3f681d.000aac0d	user_options->outfile_format	3
TOP.5f3f681d.000aac0d	user_options->wordlist_autohex_disable	0
TOP.5f3f681d.000aac0d	user_options->potfile_disable	0
TOP.5f3f681d.000aac0d	user_options->progress_only	0
TOP.5f3f681d.000aac0d	user_options->quiet	0
TOP.5f3f681d.000aac0d	user_options->remove	0
TOP.5f3f681d.000aac0d	user_options->remove_timer	60
TOP.5f3f681d.000aac0d	user_options->restore	0
TOP.5f3f681d.000aac0d	user_options->restore_disable	0
TOP.5f3f681d.000aac0d	user_options->restore_timer	60
TOP.5f3f681d.000aac0d	user_options->rp_files_cnt	1
TOP.5f3f681d.000aac0d	user_options->rp_gen	0
TOP.5f3f681d.000aac0d	user_options->rp_gen_func_max	4
TOP.5f3f681d.000aac0d	user_options->rp_gen_func_min	1
TOP.5f3f681d.000aac0d	user_options->rp_gen_seed	0
TOP.5f3f681d.000aac0d	user_options->runtime	0
TOP.5f3f681d.000aac0d	user_options->scrypt_tmto	0
TOP.5f3f681d.000aac0d	user_options->segment_size	33554432
TOP.5f3f681d.000aac0d	user_options->self_test_disable	0
TOP.5f3f681d.000aac0d	user_options->slow_candidates	0
TOP.5f3f681d.000aac0d	user_options->show	0
TOP.5f3f681d.000aac0d	user_options->speed_only	0
TOP.5f3f681d.000aac0d	user_options->spin_damp	0
TOP.5f3f681d.000aac0d	user_options->status	0
TOP.5f3f681d.000aac0d	user_options->status_json	0
TOP.5f3f681d.000aac0d	user_options->status_timer	10
TOP.5f3f681d.000aac0d	user_options->stdout_flag	0
TOP.5f3f681d.000aac0d	user_options->usage	0
TOP.5f3f681d.000aac0d	user_options->username	0
TOP.5f3f681d.000aac0d	user_options->veracrypt_pim_start	485
TOP.5f3f681d.000aac0d	user_options->veracrypt_pim_stop	485
TOP.5f3f681d.000aac0d	user_options->version	0
TOP.5f3f681d.000aac0d	user_options->workload_profile	2
TOP.5f3f681d.000aac0d	user_options->brain_client	0
TOP.5f3f681d.000aac0d	user_options->brain_client_features	2
TOP.5f3f681d.000aac0d	user_options->brain_server	0
TOP.5f3f681d.000aac0d	user_options->brain_server_timer	300
TOP.5f3f681d.000aac0d	user_options->brain_port	6863
TOP.5f3f681d.000aac0d	user_options->brain_session	0
TOP.5f3f681d.000aac0d	hashes->hashfile	/home/pgao/Documents/wlan_dump/wlan_crack-01.hccapx
TOP.5f3f681d.000aac0d	hashes->hashlist_mode	6
TOP.5f3f681d.000aac0d	hashes->hashlist_format	0
TOP.5f3f681d.000aac0d	hashes->hashes_cnt	0
TOP.5f3f681d.000aac0d	hashes->digests_cnt	2
TOP.5f3f681d.000aac0d	hashes->digests_done	0
TOP.5f3f681d.000aac0d	hashes->salts_cnt	1
TOP.5f3f681d.000aac0d	hashes->salts_done	0
TOP.5f3f681d.000aac0d	SUB.5f3f681d.000dff14	START
TOP.5f3f681d.000aac0d	SUB.5f3f681d.000dff14	straight_ctx->dict	dicts/rockyou.txt
TOP.5f3f681d.000aac0d	SUB.5f3f681d.000dff14	rulefile	hashcat/rules/d3ad0ne.rule
TOP.5f3f681d.000aac0d	SUB.5f3f681d.000dff14	runtime_start	1597990942
TOP.5f3f681d.000aac0d	SUB.5f3f681d.000dff14	runtime_stop	1597991088
TOP.5f3f681d.000aac0d	SUB.5f3f681d.000dff14	status-after-work	8
TOP.5f3f681d.000aac0d	SUB.5f3f681d.000dff14	STOP
TOP.5f3f681d.000aac0d	proc_start	1597990941
TOP.5f3f681d.000aac0d	proc_stop	1597991089
TOP.5f3f681d.000aac0d	STOP
TOP.5f3f68b1.00081a58	START
TOP.5f3f68b1.00081a58	folder_config->cwd	/home/pgao/Git/naive-hashcat
TOP.5f3f68b1.00081a58	folder_config->install_dir	/home/pgao/Git/naive-hashcat/hashcat
TOP.5f3f68b1.00081a58	folder_config->profile_dir	/home/pgao/Git/naive-hashcat/hashcat
TOP.5f3f68b1.00081a58	folder_config->session_dir	/home/pgao/Git/naive-hashcat/hashcat
TOP.5f3f68b1.00081a58	folder_config->shared_dir	/home/pgao/Git/naive-hashcat/hashcat
TOP.5f3f68b1.00081a58	user_options->separator	:
TOP.5f3f68b1.00081a58	user_options->encoding_from	utf-8
TOP.5f3f68b1.00081a58	user_options->encoding_to	utf-8
TOP.5f3f68b1.00081a58	user_options->potfile_path	/home/pgao/Documents/wlan_dump/wlan_crack.pot
TOP.5f3f68b1.00081a58	user_options->rp_files[0]	hashcat/rules/rockyou-30000.rule
TOP.5f3f68b1.00081a58	user_options->rule_buf_l	:
TOP.5f3f68b1.00081a58	user_options->rule_buf_r	:
TOP.5f3f68b1.00081a58	user_options->session	hashcat
TOP.5f3f68b1.00081a58	user_options->limit	0
TOP.5f3f68b1.00081a58	user_options->skip	0
TOP.5f3f68b1.00081a58	user_options->attack_mode	0
TOP.5f3f68b1.00081a58	user_options->benchmark	0
TOP.5f3f68b1.00081a58	user_options->benchmark_all	0
TOP.5f3f68b1.00081a58	user_options->bitmap_max	18
TOP.5f3f68b1.00081a58	user_options->bitmap_min	16
TOP.5f3f68b1.00081a58	user_options->debug_mode	0
TOP.5f3f68b1.00081a58	user_options->example_hashes	0
TOP.5f3f68b1.00081a58	user_options->force	1
TOP.5f3f68b1.00081a58	user_options->hwmon_disable	0
TOP.5f3f68b1.00081a58	user_options->hwmon_temp_abort	90
TOP.5f3f68b1.00081a58	user_options->hash_mode	2500
TOP.5f3f68b1.00081a58	user_options->hex_charset	0
TOP.5f3f68b1.00081a58	user_options->hex_salt	0
TOP.5f3f68b1.00081a58	user_options->hex_wordlist	0
TOP.5f3f68b1.00081a58	user_options->hook_threads	4
TOP.5f3f68b1.00081a58	user_options->increment	0
TOP.5f3f68b1.00081a58	user_options->increment_max	256
TOP.5f3f68b1.00081a58	user_options->increment_min	1
TOP.5f3f68b1.00081a58	user_options->keep_guessing	0
TOP.5f3f68b1.00081a58	user_options->kernel_accel	0
TOP.5f3f68b1.00081a58	user_options->kernel_loops	0
TOP.5f3f68b1.00081a58	user_options->kernel_threads	0
TOP.5f3f68b1.00081a58	user_options->keyspace	0
TOP.5f3f68b1.00081a58	user_options->left	0
TOP.5f3f68b1.00081a58	user_options->logfile_disable	0
TOP.5f3f68b1.00081a58	user_options->loopback	0
TOP.5f3f68b1.00081a58	user_options->machine_readable	0
TOP.5f3f68b1.00081a58	user_options->markov_classic	0
TOP.5f3f68b1.00081a58	user_options->markov_disable	0
TOP.5f3f68b1.00081a58	user_options->markov_threshold	256
TOP.5f3f68b1.00081a58	user_options->backend_info	0
TOP.5f3f68b1.00081a58	user_options->backend_vector_width	0
TOP.5f3f68b1.00081a58	user_options->optimized_kernel_enable	0
TOP.5f3f68b1.00081a58	user_options->outfile_autohex	1
TOP.5f3f68b1.00081a58	user_options->outfile_check_timer	5
TOP.5f3f68b1.00081a58	user_options->outfile_format	3
TOP.5f3f68b1.00081a58	user_options->wordlist_autohex_disable	0
TOP.5f3f68b1.00081a58	user_options->potfile_disable	0
TOP.5f3f68b1.00081a58	user_options->progress_only	0
TOP.5f3f68b1.00081a58	user_options->quiet	0
TOP.5f3f68b1.00081a58	user_options->remove	0
TOP.5f3f68b1.00081a58	user_options->remove_timer	60
TOP.5f3f68b1.00081a58	user_options->restore	0
TOP.5f3f68b1.00081a58	user_options->restore_disable	0
TOP.5f3f68b1.00081a58	user_options->restore_timer	60
TOP.5f3f68b1.00081a58	user_options->rp_files_cnt	1
TOP.5f3f68b1.00081a58	user_options->rp_gen	0
TOP.5f3f68b1.00081a58	user_options->rp_gen_func_max	4
TOP.5f3f68b1.00081a58	user_options->rp_gen_func_min	1
TOP.5f3f68b1.00081a58	user_options->rp_gen_seed	0
TOP.5f3f68b1.00081a58	user_options->runtime	0
TOP.5f3f68b1.00081a58	user_options->scrypt_tmto	0
TOP.5f3f68b1.00081a58	user_options->segment_size	33554432
TOP.5f3f68b1.00081a58	user_options->self_test_disable	0
TOP.5f3f68b1.00081a58	user_options->slow_candidates	0
TOP.5f3f68b1.00081a58	user_options->show	0
TOP.5f3f68b1.00081a58	user_options->speed_only	0
TOP.5f3f68b1.00081a58	user_options->spin_damp	0
TOP.5f3f68b1.00081a58	user_options->status	0
TOP.5f3f68b1.00081a58	user_options->status_json	0
TOP.5f3f68b1.00081a58	user_options->status_timer	10
TOP.5f3f68b1.00081a58	user_options->stdout_flag	0
TOP.5f3f68b1.00081a58	user_options->usage	0
TOP.5f3f68b1.00081a58	user_options->username	0
TOP.5f3f68b1.00081a58	user_options->veracrypt_pim_start	485
TOP.5f3f68b1.00081a58	user_options->veracrypt_pim_stop	485
TOP.5f3f68b1.00081a58	user_options->version	0
TOP.5f3f68b1.00081a58	user_options->workload_profile	2
TOP.5f3f68b1.00081a58	user_options->brain_client	0
TOP.5f3f68b1.00081a58	user_options->brain_client_features	2
TOP.5f3f68b1.00081a58	user_options->brain_server	0
TOP.5f3f68b1.00081a58	user_options->brain_server_timer	300
TOP.5f3f68b1.00081a58	user_options->brain_port	6863
TOP.5f3f68b1.00081a58	user_options->brain_session	0
TOP.5f3f68b1.00081a58	hashes->hashfile	/home/pgao/Documents/wlan_dump/wlan_crack-01.hccapx
TOP.5f3f68b1.00081a58	hashes->hashlist_mode	6
TOP.5f3f68b1.00081a58	hashes->hashlist_format	0
TOP.5f3f68b1.00081a58	hashes->hashes_cnt	0
TOP.5f3f68b1.00081a58	hashes->digests_cnt	2
TOP.5f3f68b1.00081a58	hashes->digests_done	0
TOP.5f3f68b1.00081a58	hashes->salts_cnt	1
TOP.5f3f68b1.00081a58	hashes->salts_done	0
TOP.5f3f68b1.00081a58	SUB.5f3f68b1.000b4bda	START
TOP.5f3f68b1.00081a58	SUB.5f3f68b1.000b4bda	straight_ctx->dict	dicts/rockyou.txt
TOP.5f3f68b1.00081a58	SUB.5f3f68b1.000b4bda	rulefile	hashcat/rules/rockyou-30000.rule
TOP.5f3f68b1.00081a58	SUB.5f3f68b1.000b4bda	runtime_start	1597991089
TOP.5f3f68b1.00081a58	SUB.5f3f68b1.000b4bda	runtime_stop	1597991095
TOP.5f3f68b1.00081a58	SUB.5f3f68b1.000b4bda	status-after-work	8
TOP.5f3f68b1.00081a58	SUB.5f3f68b1.000b4bda	STOP
TOP.5f3f68b1.00081a58	proc_start	1597991089
TOP.5f3f68b1.00081a58	proc_stop	1597991096
TOP.5f3f68b1.00081a58	STOP
TOP.5f3f68b8.00051eac	START
TOP.5f3f68b8.00051eac	folder_config->cwd	/home/pgao/Git/naive-hashcat
TOP.5f3f68b8.00051eac	folder_config->install_dir	/home/pgao/Git/naive-hashcat/hashcat
TOP.5f3f68b8.00051eac	folder_config->profile_dir	/home/pgao/Git/naive-hashcat/hashcat
TOP.5f3f68b8.00051eac	folder_config->session_dir	/home/pgao/Git/naive-hashcat/hashcat
TOP.5f3f68b8.00051eac	folder_config->shared_dir	/home/pgao/Git/naive-hashcat/hashcat
TOP.5f3f68b8.00051eac	user_options->separator	:
TOP.5f3f68b8.00051eac	user_options->encoding_from	utf-8
TOP.5f3f68b8.00051eac	user_options->encoding_to	utf-8
TOP.5f3f68b8.00051eac	user_options->potfile_path	/home/pgao/Documents/wlan_dump/wlan_crack.pot
TOP.5f3f68b8.00051eac	user_options->rp_files[0]	hashcat/rules/dive.rule
TOP.5f3f68b8.00051eac	user_options->rule_buf_l	:
TOP.5f3f68b8.00051eac	user_options->rule_buf_r	:
TOP.5f3f68b8.00051eac	user_options->session	hashcat
TOP.5f3f68b8.00051eac	user_options->limit	0
TOP.5f3f68b8.00051eac	user_options->skip	0
TOP.5f3f68b8.00051eac	user_options->attack_mode	0
TOP.5f3f68b8.00051eac	user_options->benchmark	0
TOP.5f3f68b8.00051eac	user_options->benchmark_all	0
TOP.5f3f68b8.00051eac	user_options->bitmap_max	18
TOP.5f3f68b8.00051eac	user_options->bitmap_min	16
TOP.5f3f68b8.00051eac	user_options->debug_mode	0
TOP.5f3f68b8.00051eac	user_options->example_hashes	0
TOP.5f3f68b8.00051eac	user_options->force	1
TOP.5f3f68b8.00051eac	user_options->hwmon_disable	0
TOP.5f3f68b8.00051eac	user_options->hwmon_temp_abort	90
TOP.5f3f68b8.00051eac	user_options->hash_mode	2500
TOP.5f3f68b8.00051eac	user_options->hex_charset	0
TOP.5f3f68b8.00051eac	user_options->hex_salt	0
TOP.5f3f68b8.00051eac	user_options->hex_wordlist	0
TOP.5f3f68b8.00051eac	user_options->hook_threads	4
TOP.5f3f68b8.00051eac	user_options->increment	0
TOP.5f3f68b8.00051eac	user_options->increment_max	256
TOP.5f3f68b8.00051eac	user_options->increment_min	1
TOP.5f3f68b8.00051eac	user_options->keep_guessing	0
TOP.5f3f68b8.00051eac	user_options->kernel_accel	0
TOP.5f3f68b8.00051eac	user_options->kernel_loops	0
TOP.5f3f68b8.00051eac	user_options->kernel_threads	0
TOP.5f3f68b8.00051eac	user_options->keyspace	0
TOP.5f3f68b8.00051eac	user_options->left	0
TOP.5f3f68b8.00051eac	user_options->logfile_disable	0
TOP.5f3f68b8.00051eac	user_options->loopback	0
TOP.5f3f68b8.00051eac	user_options->machine_readable	0
TOP.5f3f68b8.00051eac	user_options->markov_classic	0
TOP.5f3f68b8.00051eac	user_options->markov_disable	0
TOP.5f3f68b8.00051eac	user_options->markov_threshold	256
TOP.5f3f68b8.00051eac	user_options->backend_info	0
TOP.5f3f68b8.00051eac	user_options->backend_vector_width	0
TOP.5f3f68b8.00051eac	user_options->optimized_kernel_enable	0
TOP.5f3f68b8.00051eac	user_options->outfile_autohex	1
TOP.5f3f68b8.00051eac	user_options->outfile_check_timer	5
TOP.5f3f68b8.00051eac	user_options->outfile_format	3
TOP.5f3f68b8.00051eac	user_options->wordlist_autohex_disable	0
TOP.5f3f68b8.00051eac	user_options->potfile_disable	0
TOP.5f3f68b8.00051eac	user_options->progress_only	0
TOP.5f3f68b8.00051eac	user_options->quiet	0
TOP.5f3f68b8.00051eac	user_options->remove	0
TOP.5f3f68b8.00051eac	user_options->remove_timer	60
TOP.5f3f68b8.00051eac	user_options->restore	0
TOP.5f3f68b8.00051eac	user_options->restore_disable	0
TOP.5f3f68b8.00051eac	user_options->restore_timer	60
TOP.5f3f68b8.00051eac	user_options->rp_files_cnt	1
TOP.5f3f68b8.00051eac	user_options->rp_gen	0
TOP.5f3f68b8.00051eac	user_options->rp_gen_func_max	4
TOP.5f3f68b8.00051eac	user_options->rp_gen_func_min	1
TOP.5f3f68b8.00051eac	user_options->rp_gen_seed	0
TOP.5f3f68b8.00051eac	user_options->runtime	0
TOP.5f3f68b8.00051eac	user_options->scrypt_tmto	0
TOP.5f3f68b8.00051eac	user_options->segment_size	33554432
TOP.5f3f68b8.00051eac	user_options->self_test_disable	0
TOP.5f3f68b8.00051eac	user_options->slow_candidates	0
TOP.5f3f68b8.00051eac	user_options->show	0
TOP.5f3f68b8.00051eac	user_options->speed_only	0
TOP.5f3f68b8.00051eac	user_options->spin_damp	0
TOP.5f3f68b8.00051eac	user_options->status	0
TOP.5f3f68b8.00051eac	user_options->status_json	0
TOP.5f3f68b8.00051eac	user_options->status_timer	10
TOP.5f3f68b8.00051eac	user_options->stdout_flag	0
TOP.5f3f68b8.00051eac	user_options->usage	0
TOP.5f3f68b8.00051eac	user_options->username	0
TOP.5f3f68b8.00051eac	user_options->veracrypt_pim_start	485
TOP.5f3f68b8.00051eac	user_options->veracrypt_pim_stop	485
TOP.5f3f68b8.00051eac	user_options->version	0
TOP.5f3f68b8.00051eac	user_options->workload_profile	2
TOP.5f3f68b8.00051eac	user_options->brain_client	0
TOP.5f3f68b8.00051eac	user_options->brain_client_features	2
TOP.5f3f68b8.00051eac	user_options->brain_server	0
TOP.5f3f68b8.00051eac	user_options->brain_server_timer	300
TOP.5f3f68b8.00051eac	user_options->brain_port	6863
TOP.5f3f68b8.00051eac	user_options->brain_session	0
TOP.5f3f68b8.00051eac	hashes->hashfile	/home/pgao/Documents/wlan_dump/wlan_crack-01.hccapx
TOP.5f3f68b8.00051eac	hashes->hashlist_mode	6
TOP.5f3f68b8.00051eac	hashes->hashlist_format	0
TOP.5f3f68b8.00051eac	hashes->hashes_cnt	0
TOP.5f3f68b8.00051eac	hashes->digests_cnt	2
TOP.5f3f68b8.00051eac	hashes->digests_done	0
TOP.5f3f68b8.00051eac	hashes->salts_cnt	1
TOP.5f3f68b8.00051eac	hashes->salts_done	0
TOP.5f3f68b8.00051eac	SUB.5f3f68b8.00092899	START
TOP.5f3f68b8.00051eac	SUB.5f3f68b8.00092899	straight_ctx->dict	dicts/rockyou.txt
TOP.5f3f68b8.00051eac	SUB.5f3f68b8.00092899	rulefile	hashcat/rules/dive.rule
TOP.5f3f6ca5.0005db25	START
TOP.5f3f6ca5.0005db25	folder_config->cwd	/home/pgao/Git/naive-hashcat
TOP.5f3f6ca5.0005db25	folder_config->install_dir	/home/pgao/Git/naive-hashcat/hashcat
TOP.5f3f6ca5.0005db25	folder_config->profile_dir	/home/pgao/Git/naive-hashcat/hashcat
TOP.5f3f6ca5.0005db25	folder_config->session_dir	/home/pgao/Git/naive-hashcat/hashcat
TOP.5f3f6ca5.0005db25	folder_config->shared_dir	/home/pgao/Git/naive-hashcat/hashcat
TOP.5f3f6ca5.0005db25	user_options->separator	:
TOP.5f3f6ca5.0005db25	user_options->encoding_from	utf-8
TOP.5f3f6ca5.0005db25	user_options->encoding_to	utf-8
TOP.5f3f6ca5.0005db25	user_options->potfile_path	/home/pgao/Documents/wlan_dump/wlan_crack.pot
TOP.5f3f6ca5.0005db25	user_options->rule_buf_l	:
TOP.5f3f6ca5.0005db25	user_options->rule_buf_r	:
TOP.5f3f6ca5.0005db25	user_options->session	hashcat
TOP.5f3f6ca5.0005db25	user_options->limit	0
TOP.5f3f6ca5.0005db25	user_options->skip	0
TOP.5f3f6ca5.0005db25	user_options->attack_mode	0
TOP.5f3f6ca5.0005db25	user_options->benchmark	0
TOP.5f3f6ca5.0005db25	user_options->benchmark_all	0
TOP.5f3f6ca5.0005db25	user_options->bitmap_max	18
TOP.5f3f6ca5.0005db25	user_options->bitmap_min	16
TOP.5f3f6ca5.0005db25	user_options->debug_mode	0
TOP.5f3f6ca5.0005db25	user_options->example_hashes	0
TOP.5f3f6ca5.0005db25	user_options->force	1
TOP.5f3f6ca5.0005db25	user_options->hwmon_disable	0
TOP.5f3f6ca5.0005db25	user_options->hwmon_temp_abort	90
TOP.5f3f6ca5.0005db25	user_options->hash_mode	2500
TOP.5f3f6ca5.0005db25	user_options->hex_charset	0
TOP.5f3f6ca5.0005db25	user_options->hex_salt	0
TOP.5f3f6ca5.0005db25	user_options->hex_wordlist	0
TOP.5f3f6ca5.0005db25	user_options->hook_threads	4
TOP.5f3f6ca5.0005db25	user_options->increment	0
TOP.5f3f6ca5.0005db25	user_options->increment_max	256
TOP.5f3f6ca5.0005db25	user_options->increment_min	1
TOP.5f3f6ca5.0005db25	user_options->keep_guessing	0
TOP.5f3f6ca5.0005db25	user_options->kernel_accel	0
TOP.5f3f6ca5.0005db25	user_options->kernel_loops	0
TOP.5f3f6ca5.0005db25	user_options->kernel_threads	0
TOP.5f3f6ca5.0005db25	user_options->keyspace	0
TOP.5f3f6ca5.0005db25	user_options->left	0
TOP.5f3f6ca5.0005db25	user_options->logfile_disable	0
TOP.5f3f6ca5.0005db25	user_options->loopback	0
TOP.5f3f6ca5.0005db25	user_options->machine_readable	0
TOP.5f3f6ca5.0005db25	user_options->markov_classic	0
TOP.5f3f6ca5.0005db25	user_options->markov_disable	0
TOP.5f3f6ca5.0005db25	user_options->markov_threshold	256
TOP.5f3f6ca5.0005db25	user_options->backend_info	0
TOP.5f3f6ca5.0005db25	user_options->backend_vector_width	0
TOP.5f3f6ca5.0005db25	user_options->optimized_kernel_enable	0
TOP.5f3f6ca5.0005db25	user_options->outfile_autohex	1
TOP.5f3f6ca5.0005db25	user_options->outfile_check_timer	5
TOP.5f3f6ca5.0005db25	user_options->outfile_format	3
TOP.5f3f6ca5.0005db25	user_options->wordlist_autohex_disable	0
TOP.5f3f6ca5.0005db25	user_options->potfile_disable	0
TOP.5f3f6ca5.0005db25	user_options->progress_only	0
TOP.5f3f6ca5.0005db25	user_options->quiet	0
TOP.5f3f6ca5.0005db25	user_options->remove	0
TOP.5f3f6ca5.0005db25	user_options->remove_timer	60
TOP.5f3f6ca5.0005db25	user_options->restore	0
TOP.5f3f6ca5.0005db25	user_options->restore_disable	0
TOP.5f3f6ca5.0005db25	user_options->restore_timer	60
TOP.5f3f6ca5.0005db25	user_options->rp_files_cnt	0
TOP.5f3f6ca5.0005db25	user_options->rp_gen	0
TOP.5f3f6ca5.0005db25	user_options->rp_gen_func_max	4
TOP.5f3f6ca5.0005db25	user_options->rp_gen_func_min	1
TOP.5f3f6ca5.0005db25	user_options->rp_gen_seed	0
TOP.5f3f6ca5.0005db25	user_options->runtime	0
TOP.5f3f6ca5.0005db25	user_options->scrypt_tmto	0
TOP.5f3f6ca5.0005db25	user_options->segment_size	33554432
TOP.5f3f6ca5.0005db25	user_options->self_test_disable	0
TOP.5f3f6ca5.0005db25	user_options->slow_candidates	0
TOP.5f3f6ca5.0005db25	user_options->show	0
TOP.5f3f6ca5.0005db25	user_options->speed_only	0
TOP.5f3f6ca5.0005db25	user_options->spin_damp	0
TOP.5f3f6ca5.0005db25	user_options->status	0
TOP.5f3f6ca5.0005db25	user_options->status_json	0
TOP.5f3f6ca5.0005db25	user_options->status_timer	10
TOP.5f3f6ca5.0005db25	user_options->stdout_flag	0
TOP.5f3f6ca5.0005db25	user_options->usage	0
TOP.5f3f6ca5.0005db25	user_options->username	0
TOP.5f3f6ca5.0005db25	user_options->veracrypt_pim_start	485
TOP.5f3f6ca5.0005db25	user_options->veracrypt_pim_stop	485
TOP.5f3f6ca5.0005db25	user_options->version	0
TOP.5f3f6ca5.0005db25	user_options->workload_profile	2
TOP.5f3f6ca5.0005db25	user_options->brain_client	0
TOP.5f3f6ca5.0005db25	user_options->brain_client_features	2
TOP.5f3f6ca5.0005db25	user_options->brain_server	0
TOP.5f3f6ca5.0005db25	user_options->brain_server_timer	300
TOP.5f3f6ca5.0005db25	user_options->brain_port	6863
TOP.5f3f6ca5.0005db25	user_options->brain_session	0
TOP.5f3f6ca5.0005db25	hashes->hashfile	/home/pgao/Documents/wlan_dump/wlan_crack-01.hccapx
TOP.5f3f6ca5.0005db25	hashes->hashlist_mode	6
TOP.5f3f6ca5.0005db25	hashes->hashlist_format	0
TOP.5f3f6ca5.0005db25	hashes->hashes_cnt	0
TOP.5f3f6ca5.0005db25	hashes->digests_cnt	2
TOP.5f3f6ca5.0005db25	hashes->digests_done	0
TOP.5f3f6ca5.0005db25	hashes->salts_cnt	1
TOP.5f3f6ca5.0005db25	hashes->salts_done	0
